example_id,intent,difficulty,escalation_label,escalation_reason,customer_message,expected_reply_characteristics,historical_brand_text,source_conversation_id,customer_tweet_id,brand_tweet_id,human_verified,verified_by,verified_at,verification_method,verification_confidence,machine_verified,machine_reason
gold_052,subscription_billing,short_noisy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user Can I pay using load?,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,"@user Hi Jonathan! If you haven't had a subscription before, you're eligible for that deal. To get your preferred rate, make sure to use a recurring payment method such as a debit/credit card or PayPal at [URL] We hope that clears things up /NJ",conv_83716_2844608,83716,2844608,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (11.1%) and consistent escalation policy.
gold_053,subscription_billing,short_noisy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user only credit card??,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS [URL],conv_2864_2863,2864,2863,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (41.6%) and consistent escalation policy.
gold_054,subscription_billing,short_noisy,ESCALATE,Financial dispute / refund request requires human agent inspection of payment processor.,@user refund ?,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,"@user Hey, sorry to hear this! Can you let us know your account's email address? We'll look into it /GS [URL]",conv_569607_569606,569607,569606,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (49.3%) and consistent escalation policy.
gold_055,subscription_billing,short_noisy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user Can pay thorugh Maxis One?,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey! We're afraid you can only get the 3 months for RM2 offer with a recurring payment option such as a debit/credit card or PayPal. We hope this clears things up /SJ,conv_688065_2699584,688065,2699584,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (11.4%) and consistent escalation policy.
gold_056,subscription_billing,ambiguous_edge,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@SpotifyCares Everything is so bad! Your system is completely down. I’m a premium customer and I have 4 days that streaming does not work.,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey Vivi! We've just replied to your DM. Let's continue chatting there 👍 /DB,conv_67700_504298,67700,504298,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (13.0%) and consistent escalation policy.
gold_057,subscription_billing,ambiguous_edge,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.","@SpotifyCares Just got the NY Times/Spotify Premium bundle, and don't see how to activate or log in to Spotify. NYT login doesn't work. Please help! Thanks-",Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,"@user Hey Andrea, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG [URL]",conv_492388_492387,492388,492387,False,,,automated_ensemble_verification,0.21,True,"Retained ground truth: Classifier prediction 'account_security_access' has moderate confidence (20.6%), preserving original label."
gold_058,subscription_billing,ambiguous_edge,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",I’m trying to get @user premium 10m promo but I can’t find the button. I’m I hella high?? [URL],Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey there! Can you try heading to [URL] Let us know if that makes a difference /LM,conv_539185_539184,539185,539184,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (12.3%) and consistent escalation policy.
gold_059,subscription_billing,ambiguous_edge,ESCALATE,Suspected account takeover or unauthorized access requires confidential identity verification.,@SpotifyCares hi Spotify you've sent this link in an email to me to contact you so I'd thought I'd drop you a line. My premium account has been hacked and your customer service is nothing short of atrocious. I hope your night is going better than mine.,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hi Jason! We’re sorry to hear that. We'd suggest checking out [URL] for what to do next /DD,conv_2820827_2820826,2820827,2820826,False,,,automated_ensemble_verification,0.34,True,"Retained ground truth: Classifier prediction 'account_security_access' has moderate confidence (34.3%), preserving original label."
gold_060,subscription_billing,ambiguous_edge,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",I take it back. @SpotifyCares helped me out. Turns out the student discount has to be renewed every 12 months. It just so happened that I subscribed to Hulu when my student subscription expired. Subscribing to Hulu will not add onto your student discount! Thank you! @user [URL],Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Anytime! Let us know if you ever need us again. We'd be... [URL] /AN,conv_524357_524356,524357,524356,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (74.5%) and consistent escalation policy.
gold_061,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@SpotifyCares can you fix my account please it's not letting me log in through Facebook,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hey, we're here to help! Can you DM us your account's email address? We'll take a look backstage /KM [URL]",conv_64348_64346,64348,64346,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (36.1%) and consistent escalation policy.
gold_062,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,Since when does @SpotifyCares not allow username choice and/or changes?,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hi Ryan! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,conv_2817495_2817494,2817495,2817494,False,,,automated_ensemble_verification,0.11,True,"Retained ground truth: Classifier prediction 'playback_streaming_issue' has moderate confidence (11.2%), preserving original label."
gold_063,account_security_access,easy,ESCALATE,Suspected account takeover or unauthorized access requires confidential identity verification.,@spotifycares I think my account got hacked. But I can't contact you. Advise.,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hey there! That doesn't sound good. Can you DM us your account's email address or username? We'll take a look backstage /PB [URL],conv_89549_89547,89549,89547,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (42.2%) and consistent escalation policy.
gold_064,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@SpotifyCares never mind found an email in my junk folder saying you reset my password. all ok now.,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hi there! Sorry for the slight delay. We'd like to confirm, do you still need help with this? Just give us a shout. We'd be glad to help out /GN",conv_86395_86394,86395,86394,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (60.5%) and consistent escalation policy.
gold_065,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,"Hey @user, i just signed up for family plan and family members got weird characters for username. How do i change it?",Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hi there! Can you DM us your account's username or email address? We'll take a look backstage /AP [URL],conv_572664_572662,572664,572662,False,,,automated_ensemble_verification,0.76,False,"Retained ground truth: Classifier prediction 'family_duo_plan' has moderate confidence (75.5%), preserving original label."
gold_066,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,WTF I GOT INTO MY SPOTIFY THEN IT KICKS ME OUT SAYING WRONG PASSWORD?? @user help me bruhhh,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hey, help's here! Can you DM us your account's email address or username? We'll take a look backstage /RH [URL]",conv_2876116_2876115,2876116,2876115,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (48.5%) and consistent escalation policy.
gold_067,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@user it's not letting me log in using facebook so I'm paying for spotify i can't use please help,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hey there! Could you DM us your account's email address? We'll take a look backstage /JO [URL],conv_79450_79449,79450,79449,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (29.6%) and consistent escalation policy.
gold_068,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@user Can you help me with undoing Facebook login??,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hey! Can you DM us your account's email address? We'll take a look backstage /SJ [URL],conv_2959361_2959360,2959361,2959360,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (26.1%) and consistent escalation policy.
gold_069,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,"@user I already pay for the discount for students and already was accepted, already login again and nothing changes",Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hey Carlos! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR [URL],conv_2929246_2929245,2929246,2929245,False,,,automated_ensemble_verification,0.19,True,"Retained ground truth: Classifier prediction 'subscription_billing' has moderate confidence (18.6%), preserving original label."
gold_070,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,"@user every time I try to reset password it says ""The CSRF token is invalid. Please try to resubmit the form.""",Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hey Kindal, help's arrived! Can you shoot us over a DM with a screenshot of the error message you're receiving? We'll check things out backstage /DI [URL]",conv_106339_106338,106339,106338,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (47.8%) and consistent escalation policy.
gold_071,account_security_access,short_noisy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@user let me change my username!,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hi! We're afraid there's no option to change usernames, but we can help you set up a new account. Could you DM us your account's email address? /RE [URL]",conv_2823500_2823499,2823500,2823499,False,,,automated_ensemble_verification,0.12,True,"Retained ground truth: Classifier prediction 'playlist_library_management' has moderate confidence (12.2%), preserving original label."
gold_072,account_security_access,short_noisy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@user how can i change my password,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /AU,conv_1384562_1384561,1384562,1384561,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (60.4%) and consistent escalation policy.
gold_073,account_security_access,ambiguous_edge,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,"@SpotifyCares @user For me, as soon as I logged in it would log me out (in Chrome). I switched to Firefox and was able to log in. Makes me think something is cached weird.",Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hi Will! Can you trying clearing your Chrome browser's cache/cookies? Let us know if that makes a difference /RH,conv_106312_106314,106312,106314,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (31.9%) and consistent escalation policy.
gold_074,account_security_access,ambiguous_edge,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,"Hello .@user! I noticed that every time I try to log in, it accepts my username and password but would be logged out again :(",Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hey there! Can you let us know your account's username or email address? We'll take a look backstage /AP [URL],conv_2784985_2784984,2784985,2784984,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (58.9%) and consistent escalation policy.
gold_075,account_security_access,ambiguous_edge,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,"@SpotifyCares Just signed up for premium during the 99 cent/three month trial. However my username is not right. I know I need to close the account and basically start over, but can I do this while keeping the trial going? Thanks!",Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hi Paul! Could you DM us your account's email address so we can check backstage? /FJ [URL],conv_104120_104119,104120,104119,False,,,automated_ensemble_verification,0.24,True,"Retained ground truth: Classifier prediction 'subscription_billing' has moderate confidence (24.2%), preserving original label."
gold_076,account_security_access,ambiguous_edge,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@SpotifyCares I can’t log in to my account on my phone. Please can you help. Trying to log in with Facebook and it say cannot log in with Facebook 🤔 it was fine yesterday... don’t know why I am logged out,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hey Hannah, help's here! Could you DM us your account's email address? We'll take a look backstage /JO [URL]",conv_2879070_2879068,2879070,2879068,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (40.6%) and consistent escalation policy.
gold_077,account_security_access,ambiguous_edge,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,"@SpotifyCares I was logged out of my account and then after repeatedly entering the correct info,i decided to reset my password. I went on the page, clicked send email link but everytime i do it says”the CSRF token is invalid. Please resubmit the form” Please respond soon",Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hey Nico, help's here! Can you DM us your account's email address or username? We'll see what we can suggest /RH [URL]",conv_2912396_2912395,2912396,2912395,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (55.5%) and consistent escalation policy.
gold_078,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@SpotifyCares My username us kalie.filice the email is __email__,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Sorry for the confusion. We'd suggest deleting your last tweet as it contains private info. You can DM it to us instead /JP [URL],conv_492382_492384,492382,492384,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (23.4%) and consistent escalation policy.
gold_079,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@SpotifyCares I have been logged out of my account. Received an email telling me my email had changed and I never asked to change it. Help please!,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,@user Hi there! We've just sent a DM your way. Check your messages /AG,conv_67706_2913787,67706,2913787,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'account_security_access' (38.0%) and consistent escalation policy.
gold_080,account_security_access,easy,ESCALATE,Account access lockout or security breach requires confidential identity verification and manual backstage recovery.,@SpotifyCares I have a family plan but when another registered user wants to listen my account pauses and said someone is using my account somewhere else. I also would love to change my account username to something other than a bunch of numbers,Treat with high urgency; direct user to private DM with their account email; never request passwords publicly.,"@user Hey, help's arrived. Can you send us your account's email address or username via DM? We'll take a look backstage /GT [URL]",conv_2841195_2841193,2841195,2841193,False,,,automated_ensemble_verification,0.53,True,"Retained ground truth: Classifier prediction 'family_duo_plan' has moderate confidence (52.7%), preserving original label."
gold_081,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@user Any idea when I’ll get the music I pay for instead of a black screen? [URL],Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Hey Jay! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /CE,conv_2919381_2919380,2919381,2919380,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (38.0%). Minor policy variance on triage routing.
gold_082,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.","@SpotifyCares iPhone 6s, iOS 11.1, and just updated to the newest Spotify. Still crashing",Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Thanks! Can you try logging out, restarting your phone by holding Home + Lock for 10 seconds, and logging back in? Any better? /JP",conv_2943783_2943782,2943783,2943782,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (17.9%). Minor policy variance on triage routing.
gold_083,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@SpotifyCares your mac app keeps crashing my mac! HELP!!!!,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user That's not cool! Can you let us know your Mac's operating system and the Spotify version you're running? We'll see what we can suggest /LO,conv_508816_508814,508816,508814,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (41.9%). Minor policy variance on triage routing.
gold_084,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.","@user You sent an offer for 12mo at $99, but the link points to ""outdated form"" once CC details are entered. Bug?",Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey Philip, help's here! Could you send us a DM with your account's email address or username? The link to the form you're directed to will also be handy. We'll take a look /CO [URL]",conv_504285_504284,504285,504284,False,,,automated_ensemble_verification,0.14,True,"Retained ground truth: Classifier prediction 'subscription_billing' has moderate confidence (13.8%), preserving original label."
gold_085,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@user so all of my created playlist are defaulting to Christmas music after the first song..is this a bug? Please fix,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Hi there! Can you try logging out > restarting your device > logging back in to see if it makes a difference? Keep us posted /MU,conv_2891290_2891288,2891290,2891288,False,,,automated_ensemble_verification,0.45,True,"Retained ground truth: Classifier prediction 'playlist_library_management' has moderate confidence (44.7%), preserving original label."
gold_086,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@SpotifyCares The spotify app keeps crashing on launch on my oneplus 5??,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Hi Ville! Are you getting any error messages? What Android and Spotify versions are you using right now? We'll see what we can suggest /LP,conv_482459_482457,482459,482457,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (42.4%). Minor policy variance on triage routing.
gold_087,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@user i just updated my app and it keeps crashing what do i do,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey Alex! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO",conv_2981105_2981102,2981105,2981102,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (41.1%). Minor policy variance on triage routing.
gold_088,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@user you wanna explain why I’m paying $9.99 a month for this? Also your desktop app crashes @user frequently [URL],Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey Colin! We had a little hiccup backstage, but it should be working now. We're here if you need us 🙂 /GN",conv_2913835_2913834,2913835,2913834,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (34.2%). Minor policy variance on triage routing.
gold_089,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@user how do I report a problem/bug with the app on iPhone running iOS 11.1.2?,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey there! What's happening exactly? Can you let us your device's model, and Spotify version? We'll see what we can suggest /AP",conv_568950_568948,568950,568948,False,,,automated_ensemble_verification,0.17,True,"Retained ground truth: Classifier prediction 'device_connectivity' has moderate confidence (17.2%), preserving original label."
gold_090,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.","The only program which ever causes a total freeze on my Windows 10 machine is @user, and it does so regularly.",Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey Garve, help's here! Could you DM us some more info? Are you using the web player or desktop app? Which version of Spotfiy are you running? Also, any details or screenshots of error messages you're seeing would be super helpful. We'll be standing by /AL [URL]",conv_2898341_2898339,2898341,2898339,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (22.5%). Minor policy variance on triage routing.
gold_091,app_crash_performance,short_noisy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",I think my @user is glitch 😕,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Hi there! That doesn't sound good. Can you let us know what's happening exactly? Any screenshots of the issue would also help. We'll see what we can suggest /LP,conv_538053_538051,538053,538051,False,,,automated_ensemble_verification,0.12,True,"Retained ground truth: Classifier prediction 'playlist_library_management' has moderate confidence (12.0%), preserving original label."
gold_092,app_crash_performance,short_noisy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",My @user keeps crashing ffs,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /CO",conv_500967_500966,500967,500966,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (41.5%). Minor policy variance on triage routing.
gold_093,app_crash_performance,ambiguous_edge,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.","@SpotifyCares the app works. so i'll just use that. that is weird though, that glitch i had never happened before. anyways, thanks for your help! have a good day!",Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Thanks for letting us know. If it's working on the app, then that's cool. But if it ever comes up again, or if you could try it again and send over a screenshot, that'd be cool. In any case, you know where to find us if you ever need help with anything else /QI",conv_102205_102206,102205,102206,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (11.9%). Minor policy variance on triage routing.
gold_094,app_crash_performance,ambiguous_edge,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@SpotifyCares I've gone through the list and reinstalled spotify and its still not downloading all the songs. Even on the fresh reinstall when I click download it says 'downloading 1 of 137' even though there's 260 songs in the playlist.,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Could you send us a DM with your account's email address or username? We'll take a look backstage /LO [URL],conv_2822005_2822006,2822005,2822006,False,,,automated_ensemble_verification,0.44,True,"Retained ground truth: Classifier prediction 'offline_downloads' has moderate confidence (43.7%), preserving original label."
gold_095,app_crash_performance,ambiguous_edge,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.","@SpotifyCares Win10 Desktop & store app. Android7 app. The green wheel spins for atleast 5 min or more before the entries load. Done everything, clear data+cache, reinstall, tested on a newly reset device, re-log-in.",Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Does restarting your router help at all? We'd also recommend trying different WiFi networks /RC,conv_2108110_2108108,2108110,2108108,False,,,automated_ensemble_verification,0.14,True,"Retained ground truth: Classifier prediction 'account_security_access' has moderate confidence (14.4%), preserving original label."
gold_096,app_crash_performance,ambiguous_edge,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.","@SpotifyCares Hey guys! I have a query relating to a release date bug on the latest macOS client. Everything updated, fresh install. Has been persisting for about a month. Shows the correct year on artist page but then one year off on album page. See pics for details. TIA :) [URL]",Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Thanks for reporting. Everything should be running smoothly now. Can you log out then reinstall the app? Then, try to open [URL] Give us an update! /MS",conv_579495_579493,579495,579493,False,,,automated_ensemble_verification,0.12,True,"Retained ground truth: Classifier prediction 'catalog_licensing' has moderate confidence (11.9%), preserving original label."
gold_097,app_crash_performance,ambiguous_edge,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@SpotifyCares I'm trying to update my payment information and it keeps kicking me to Spotify for Students. I'm no longer a student; I just want to update my payment info for a premium account. I think this is a website bug,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Hey there! Can you DM us your account's email address? We'll take a look /RB [URL],conv_468375_468374,468375,468374,False,,,automated_ensemble_verification,0.76,False,"Retained ground truth: Classifier prediction 'subscription_billing' has moderate confidence (75.8%), preserving original label."
gold_098,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@SpotifyCares is there a bug because everytime I play a video while I’m listening to Spotify it goes off like normal but when I close the video and Try to turn the music back on it says it’s playing but there won’t be any sound,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey Chris! The cavalry's here. Can you let us know the make/model of your device, as well as the operating system and Spotify version you're using? We'll see what we can suggest /KB",conv_567975_567974,567975,567974,False,,,automated_ensemble_verification,0.15,True,"Retained ground truth: Classifier prediction 'playback_streaming_issue' has moderate confidence (15.0%), preserving original label."
gold_099,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@SpotifyCares my spotify crashes like 20 seconds into every song i play can u reply to my dm?,Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,@user Hi Amelia! Apologies for the delay. We've just sent a DM your way. Check your inbox /LR,conv_2466894_2466893,2466894,2466893,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (22.8%). Minor policy variance on triage routing.
gold_100,app_crash_performance,easy,AUTO_HANDLE,"Client application stability bug solvable through OS compatibility checks, cache purge, or clean reinstall.",@user sort this out! 9.99 a month for an app that freezes my entire phone... At the point of considering Google play😡 [URL],Inquire regarding app version and operating system; provide link or steps for performing a clean reinstall.,"@user Hey Robbie! That doesn't sound cool. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /KM",conv_541675_541674,541675,541674,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'app_crash_performance' (28.9%). Minor policy variance on triage routing.
gold_101,playlist_library_management,easy,AUTO_HANDLE,Playlist restoration and local file network synchronization follow well-documented self-service workflows.,"Hey @SpotifyCares how you do get your ""Discover Weekly"" playlist cover to change (I know it pulls mine from Facebook).",Direct user to account page 'Recover playlists' tool or provide local network firewall steps for local file syncing.,"@user Hi there! If your account is connected to Facebook, we use your profile picture as the cover image. It can take a few weeks for your Discover Weekly artwork to update after updating your FB profile pic. Sorry for the delay! More info: [URL] /NQ",conv_2763000_2762997,2763000,2762997,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'playlist_library_management' (58.5%) and consistent escalation policy.
gold_102,playlist_library_management,easy,AUTO_HANDLE,Playlist restoration and local file network synchronization follow well-documented self-service workflows.,@user how do I add to a collab playlist??? It’s not letting me!!!,Direct user to account page 'Recover playlists' tool or provide local network firewall steps for local file syncing.,@user Hi there! We have more info on how to do this at [URL] Let us know how it goes /BE,conv_2859055_2859054,2859055,2859054,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'playlist_library_management' (59.7%) and consistent escalation policy.
gold_103,playlist_library_management,easy,AUTO_HANDLE,Playlist restoration and local file network synchronization follow well-documented self-service workflows.,@SpotifyCares are you able to rearrange track order within playlists on mobile (Android)?,Direct user to account page 'Recover playlists' tool or provide local network firewall steps for local file syncing.,"@user Hey there! We're afraid this isn't possible right now, but we'll let the right team know it's something you'd like to see /NQ",conv_564533_564532,564533,564532,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'playlist_library_management' (33.9%). Minor policy variance on triage routing.
gold_104,playlist_library_management,easy,AUTO_HANDLE,Playlist restoration and local file network synchronization follow well-documented self-service workflows.,"@SpotifyCares But 3,333 songs is practically a third of my library and I want to download my whole library on my phone😭😭",Direct user to account page 'Recover playlists' tool or provide local network firewall steps for local file syncing.,"@user We hear you 🎧 Thanks for taking the time to reach out – your feedback will be passed on to the right folks. For anything else, feel free to send a tweet our way /DN",conv_74904_74906,74904,74906,False,,,automated_ensemble_verification,0.33,True,"Retained ground truth: Classifier prediction 'offline_downloads' has moderate confidence (32.9%), preserving original label."
